SCNN1D	GALE
TRMT5	ZNF575
KCNH5	OPN3
KCNH5	ADAMTS3
KCNH5	LINC01202
ZBTB1	AC036108.3
HSPA2	CSRP1
HSPA2	APLP1
RAB15	LINC00903
PLEKHH1	WASHC3
PIGH	RNF139-AS1
ARG2	MIPOL1
RAD51B	C5
ACTN1	RASGEF1A
ACTN1	LGI1
ACTN1	ARHGEF17
GALNT16	TESC
GALNT16	LINC01284
ERH	DCTN6
SLC10A1	STK17A
RGS6	CAMK1D
HEATR4	CCDC24
HEATR4	SLC35G2
HEATR4	PALLD
HEATR4	LAMB1
HEATR4	SNAP25-AS1
ENTPD5	CCDC88B
BBOF1	KIF9
ZC2HC1C	NUCB1-AS1
FOS	FLOT1
FOS	TPST1
FOS	CD59
FOS	SERPINA3
FOS	MAP2K3
FOS	JUNB
FOS	ZFP36
JDP2	P3H2
TMED8	RAD9B
AHSA1	HGSNAT
AHSA1	HSP90AA1
DIO2-AS1	LINC02426
CEP128	UBE3D
CEP128	ABCB1
FLRT2	RARB
RIN3	PRAM1
RIN3	CSF2RA
CHGA	CRIM1-DT
ITPK1-AS1	NEB
MOAP1	DHRS7B
UNC79	SEC24B-AS1
UNC79	LINC02718
DDX24	NIFK
DDX24	EIF2B2
IFI27L2	GNAO1
PPP4R4	TBC1D1
DICER1-AS1	TOB1-AS1
BDKRB2	C10orf142
BDKRB2	BCDIN3D-AS1
BDKRB2	PATL2
BDKRB1	BDKRB2
PAPOLA	MAIP1
PAPOLA	FXR1
PAPOLA	ATPSCKMT
PAPOLA	TICAM2
PAPOLA	HSPA4
PAPOLA	BAG2
PAPOLA	SLC25A32
PAPOLA	SLC2A8
PAPOLA	BCO2
PAPOLA	METTL4
BCL11B	ANKRD55
EML1	CRYBG3
MEG3	ACKR1
MEG3	CAMK1G
MEG3	SLC6A7
MEG3	KIFC2
MEG3	CDH22
MEG3	ATP2B3
HSP90AA1	HIST1H2BG
EIF5	TPK1
CKB	PRUNE2
LINC00638	AKAP3
AHNAK2	COL7A1
CDCA4	LINC02803
CDCA4	IL34
CRIP2	CPLX1
CRIP2	SH2D3C
CRIP2	TUBB3
CRIP2	PNMA8B
MKRN3	SCUBE2
MKRN3	KAT14
NDN	UROD
NDN	APEH
PWRN1	NPAP1
LINC02250	IQCH
GABRB3	GPR158
GABRB3	SLIT1
GABRA5	CHL1-AS2
GABRA5	GPRASP1
GABRG3	TSHZ3
GOLGA6L7	C16orf89
NSMCE3	C14orf119
NSMCE3	MEIOC
NSMCE3	KLK6
LINC02352	FGGY
LINC02352	GLIPR2
CHRM5	AVEN
EMC7	NIF3L1
EMC7	TMEM9B
PGBD4	PNPLA1
EMC4	SNRPD1
NOP10	MRPL34
LPCAT4	CRABP2
LPCAT4	ZNF790-AS1
DPH6	EIF5
DPH6-DT	PELI2
DPH6-DT	SLC7A6
C15orf41	COX10
SRP14	EEF1B2
SRP14	MDH2
SRP14	COX6A1
SRP14	GABARAPL2
INO80-AS1	RASGRP1
OIP5	ARHGAP5-AS1
LTK	MARVELD1
MAPKBP1	GPCPD1
SNAP23	ZNF281
SNAP23	HIST1H4H
SNAP23	ABHD3
CKMT1B	SCNN1D
CKMT1A	GRM2
PDIA3	LINC01619
PDIA3	CALR
SERF2	POLR2J
SERF2	PAXX
SERF2	NUDT16L1
SERF2	COMT
HYPK	TACC3
HYPK	SLC19A1
DUOX1	PAPPA
DUOX1	XYLT2
SLC30A4	TMEM260
SLC24A5	TUSC7
CTXN2	LTK
EID1	METTL18
EID1	TAF7
EID1	TCTE3
EID1	MRPL50
EID1	MYL12B
FAM227B	RTCA-AS1
FAM227B	SSPN
TMOD2	WSCD1
MAPK6-DT	NUTM2G
GNB5	LINC02693
FAM214A	ABCC5
FAM214A	NACC2
FAM214A	ADIPOR2
FAM214A	GALNT1
FAM214A	BCL2
FAM214A	RALGAPA2
FAM214A	ZMYND8
NEDD4	MCM4
APH1B	RTCA
APH1B	ANP32E
APH1B	TRAF2
APH1B	DEPDC4
APH1B	CANT1
APH1B	ACAA2
USP3-AS1	LNCOC1
DAPK2	HIGD1C
DAPK2	COLEC12
DAPK2	ENOSF1
DAPK2	DMD
SNX22	CERCAM
PPIB	MED8
PPIB	FAM3A
PCLAF	HMBS
PCLAF	HRH4
SLC24A1	NAA40
RAB11A	DPYD-AS1
RAB11A	LINC01221
RAB11A	IPO9-AS1
RAB11A	ACMSD
RAB11A	ZKSCAN7-AS1
RAB11A	FILIP1L
RAB11A	PAICS
RAB11A	PDE5A
RAB11A	SEMA6A-AS1
RAB11A	BRPF3
RAB11A	CAHM
RAB11A	ELMO1-AS1
RAB11A	SMIM27
RAB11A	HEPN1
RAB11A	LPAR6
RAB11A	PSMA3
RAB11A	TSHR
RAB11A	ZNF213
RPL4	XAB2
FEM1B	SC5D
CORO2B	EFR3B
CORO2B	TTC8
RPLP1	RPS18
RPLP1	RPL7A
RPLP1	SPTSSA
RPLP1	RPL13
RPLP1	RPS19
RPLP1	MAGEH1
PKM	SV2A
PKM	IGLON5
CD276	HPCA
CD276	MARC1
CD276	IMPDH1
CD276	CLEC2L
CD276	PARVA
CD276	NCR3LG1
CD276	VSTM5
CD276	STAT6
INSYN1	LINC01902
ISLR2	ASF1B
ULK3	PLXNB2
IMP3	TMEM60
IMP3	DCXR
IMP3	C1GALT1C1
TMEM266	ABCG5
TMEM266	NLRX1
DNAJA4	PPP2R2C
CTSH	AGPAT2
RASGRF1	EPHB2
RASGRF1	CPXM2
RASGRF1	RNF152
ANKRD34C-AS1	SH3GL2
ANKRD34C-AS1	CNNM1
ANKRD34C-AS1	LINC01197
CEMIP	CDHR5
CEMIP	ZNF202
CEMIP	MAP3K12
CEMIP	GLIPR1L1
CEMIP	RNF212B
CEMIP	ACAP1
CEMIP	HPN
CEMIP	NCOA5
CEMIP	GLRA2
RPS17	C8orf33
AP3B2	LINC02253
SNHG21	GXYLT2
SNHG21	SGCD
FSD2	GTF3C2-AS1
FSD2	PCDH9-AS1
FSD2	SLC35B1
TM6SF1	CYP4A22-AS1
TM6SF1	LINC02254
ADAMTSL3	LINC02818
ADAMTSL3	USP31
ABHD2	ARPP21
ARPIN	MPND
SEMA4B	ACSL1
SEMA4B	ZNF680
SEMA4B	PLEKHF2
CIB1	TRMT61A
ZNF774	SNX12
CRTC3-AS1	ZMAT3
CRTC3-AS1	LCMT1-AS1
HDDC3	DXO
HDDC3	SLC39A13
VPS33B-DT	DLEC1
IGF1R	PLD5
IGF1R	LINC01151
IGF1R	ARHGAP12
LRRK1	PTH2R
LRRK1	ABCC9
LRRK1	RGMA
LRRK1	POU2F2
LRRK1	LINC01721
SELENOS	NUDCD2
SNRNP25	NAGPA
RHBDF1	C9orf135
ARHGDIG	GSTM3
PDIA2	RFNG
MRPL28	IK
NME4	TMEM240
NME4	CACNA2D2
NME4	TMEM151B
NME4	COL6A1
DECR2	VPS37D
DECR2	RDH16
WFIKKN1	SH3BP2
WFIKKN1	LINC01837
METTL26	ABCF3
MCRIP2	FRAT2
MCRIP2	RHBDL1
MCRIP2	ISYNA1
MCRIP2	RRAS
MCRIP2	MX1
RHOT2	PABPC4
RHOT2	GPC1
RHOT2	MFAP3L
RHOT2	SLC35F4
RHOT2	SALL1
RHBDL1	LINC01412
RHBDL1	OCM
RHBDL1	C8orf86
FBXL16	LINC01750
FBXL16	C11orf87
FBXL16	CRLF1
METRN	TMEM121
METRN	PAQR4
ANTKMT	LSAMP-AS1
ANTKMT	MFSD10
ANTKMT	MRPL36
ANTKMT	TBCC
ANTKMT	THEM6
ANTKMT	LINC00601
ANTKMT	ILK
ANTKMT	CLEC11A
CHTF18	ROBO3
BAIAP3	JAKMIP1
TSR3	AKR7A2
TSR3	MRPS2
NME3	MRPS24
NME3	SRSF8
NME3	UCKL1
SPSB3	DSCAML1
SPSB3	CHTF18
MSRB1	TMEM42
MSRB1	ZBTB22
MSRB1	HIRIP3
MSRB1	SUPT4H1
MSRB1	GSPT2
NDUFB10	SNRPD2
RPS2	LSM2
RPS2	ALKBH7
SNHG9	CRB1
SYNGR3	CALB2
SYNGR3	NUDT11
SNHG19	SPAG6
ATP6V0C	HRAS
ATP6V0C	ATP5F1B
ATP6V0C	METTL26
ATP6V0C	STUB1
ATP6V0C	COPRS
ATP6V0C	TRIR
PRSS27	LINC02150
ELOB	TAF9
ELOB	COX7A2
ELOB	FTH1
ELOB	PACS1
ELOB	YIF1A
ELOB	TRAPPC4
ELOB	H2AFJ
ELOB	APEX1
ELOB	EMC7
ELOB	NDUFA1
FLYWCH2	HENMT1
FLYWCH2	FAM98C
FLYWCH2	PFDN4
HCFC1R1	SHFL
ZNF213	AGBL5
ZNF213	MPG
ZNF200	ZNF239
ZNF174	AC007383.2
ZNF174	RPP25L
ZNF174	TRPT1
ADCY9	CPT2
ADCY9	HOXD1
C16orf96	CATSPERB
NUDT16L1	SNHG15
NUDT16L1	BTBD6
NUDT16L1	PDRG1
ROGDI	HDAC4
ROGDI	ERBIN
ROGDI	PCDHA9
ROGDI	APOLD1
ROGDI	N4BP2L2-IT2
ROGDI	RNASE1
ROGDI	TXNL4B
ROGDI	ZNF428
ROGDI	GJB1
NAGPA	POLR2E
RBFOX1	GFRA1
TMEM186	LINC00562
DEXI	LENG1
AC007613.1	ESR2
SHISA9	ANTXR1
SHISA9	PPP1R14C
SHISA9	SYT17
PLA2G10	CDC25C
RPS15A	KANK1
RPS15A	AC010999.2
RPS15A	TMEM208
ACSM3	GNB4
ACSM3	GLRA1
ACSM3	L3MBTL3
ACSM3	HVCN1
ACSM3	SLC28A2
ACSM3	DNAH9
ACSM3	RRP7A
ACSM1	FKRP
DNAH3	LIMD1-AS1
CRYM	RELL2
IGSF6	GNA14-AS1
SDR42E2	VIM
NPIPB5	NPIPB4
USP31	RASSF8
USP31	TANC2
CACNG3	MIR9-3HG
CACNG3	CELF5
SLC5A11	LURAP1
NPIPB6	ZMYND10
TUFM	ANAPC15
TUFM	TMEM219
TUFM	VPS25
TUFM	JOSD2
PRRT2	HPCAL4
MVP	RHOQ
TMEM219	APH1A
TMEM219	LINC00486
TLCD3B	TNFRSF6B
TLCD3B	NAP1L2
ALDOA	MT1E
TBX6	TEX43
GDPD3	ZNF518B
GDPD3	CEL
GDPD3	FERMT3
GDPD3	STH
GDPD3	SPACA6P-AS
GDPD3	CHST7
CORO1A	SCRN2
MYLPF	TESK1
MYLPF	KLC2
MYLPF	MAZ
SEPTIN1	SPTB
SEPTIN1	SLC12A1
SEPTIN1	TMEM266
DCTPP1	BOLA3
DCTPP1	INO80B
DCTPP1	LINC00290
DCTPP1	WDR24
DCTPP1	ZNF205
DCTPP1	SMIM10L2B
MIR762HG	WDR12
MIR762HG	MARCOL
MIR762HG	SPDYE3
FBXL19-AS1	ITGA10
ORAI3	BCL2L15
ORAI3	LINC01133
STX1B	VSTM2L
ARMC5	POLR3GL
ARMC5	MCRIP2
NETO2	SBK1
ITFG1-AS1	AC026412.3
ITFG1-AS1	ERCC6L
LINC02133	LINC01191
ABCC11	FAM20A
TENT4B	TMEM18
TENT4B	EYS
TENT4B	AC012213.3
TENT4B	TNFSF13B
SALL1	MGST1
OGFOD1	MARCH10
BBS2	WWOX
MT3	APLF
MT3	CCNQ
MT2A	MT1X
MT1E	MT1M
PLLP	TEDC1
CX3CL1	PKDCC
CNGB1	PTGFRN
CNGB1	CGREF1
ZNF319	PCDHGA9
ZNF319	CLDN10
ZNF319	CTRL
NDRG4	GABRD
NDRG4	ANXA11
NDRG4	ENO2
CDH8	UBA6-AS1
CDH8	GRIA4
CDH8	ZNF521
BEAN1	TRAF3IP3
CIAO2B	ATP6V0B
CIAO2B	RETREG2
CIAO2B	PSMB6
CIAO2B	COA3
E2F4	NCAPG
E2F4	RCCD1
TMEM208	BOLA1
TMEM208	CD9
TMEM208	RTL8B
SLC9A5	DTX1
RIPOR1	PLEC
RIPOR1	ETFA
CARMIL2	AMER3
CARMIL2	PTK7
CARMIL2	ZMYND19
CARMIL2	RASGRP2
CARMIL2	KATNB1
CARMIL2	VTN
PARD6A	AL451085.2
PARD6A	IL18
PARD6A	BORCS8
PARD6A	RSPH14
CENPT	UPP1
THAP11	TRIM28
CTRL	PIGV
PSMB10	ATP6V0E2
PSMB10	COX14
PSMB10	ALDOA
SMPD3	ANO6
CDH3	TFAP2E
ST3GAL2	PDE6D
ST3GAL2	ZNF786
ST3GAL2	GOLT1B
ST3GAL2	ZNF653
DHODH	TRIM32
DHODH	SLC25A39
LINC01572	MROH6
LINC01572	SORBS1
AC004943.2	CAPN13
AC004943.2	FANCM
GABARAPL2	MTX1
GABARAPL2	CFAP100
GABARAPL2	ETFB
TERF2IP	JAM2
CPHXL	DUXB
CPHXL	UNC13D
CDYL2	HS3ST4
GCSH	AC040169.1
NECAB2	CAPN1
COX4I1	RNF181
COX4I1	NDUFS6
COX4I1	PFDN6
COX4I1	SRP14
COX4I1	PET100
COX4I1	IDH3B
JPH3	PIK3CD
JPH3	GRM4
JPH3	ADCYAP1R1
BANP	RAB23
BANP	THAP8
SNAI3	C1orf216
SNAI3	SLC23A1
SNAI3	METTL1
SNAI3	PCK2
CTU2	DUSP28
CTU2	SDR42E2
CTU2	STX10
CTU2	GLA
PIEZO1	C2CD2
RPL13	PRDX1
RPL13	RPS10
ABR	PDE4A
ABR	BCAS4
RILP	RCOR2
SERPINF1	MAD2L1
SERPINF1	SFTPD
RAP1GAP2	SYDE2
RAP1GAP2	FHL2
RAP1GAP2	MKX
EMC6	DPH2
EMC6	DEGS1
EMC6	SPCS1
EMC6	NCBP2AS2
EMC6	TOMM5
EMC6	ERP29
EMC6	TMEM251
EMC6	NSMCE3
ARRB2	PLXNA1
ARRB2	LINC01561
PSMB6	MRPL9
PSMB6	PPIA
PSMB6	MRPS26
SLC25A11	PTPMT1
SLC25A11	KDELR1
PFN1	CTSD
SCIMP	LIPH
MIS12	BACH1
MIS12	LINC00899
ALOX12	CTNS
ALOX12	GCNT7
RNASEK	NDUFA2
RNASEK	CYC1
RNASEK	TMEM258
RNASEK	NDUFC2
RNASEK	NDUFA13
RNASEK	EIF6
GABARAP	ROR1-AS1
GABARAP	BAG1
GABARAP	RHOG
GABARAP	SLC25A11
EIF5A	TBCB
EIF5A	EIF1AX
GPS2	THAP1
ACAP1	ZEB2-AS1
ACAP1	LINC00240
KCTD11	ZBTB9
TMEM256	MRPL10
EFNB3	C2orf80
EFNB3	UBE2QL1
NAA38	LCORL
NAA38	ATP5MD
NAA38	MRPL57
NAA38	SMIM26
CHD3	FBXO44
KCNAB3	TSNAXIP1
PER1	THNSL1
PER1	NFKBIA
RPL26	C12orf57
MYH10	NUDT4
MYH10	FGD1
NTN1	FGD5
NTN1	NHLRC1
CFAP52	NPY1R
CFAP52	OR7A17
DNAH9	LINC00243
DNAH9	LINC00937
MAP2K4	LGR4
MAP2K4	SLC25A45
MAP2K4	GPR135
MAP2K4	ADAMTSL3
COX10-AS1	RAD21L1
COX10	GATB
COX10	IRF1
COX10	CARD19
COX10	POLA2
COX10	OGFR
PIGL	TMEM79
PIGL	THUMPD3-AS1
PIGL	EXD3
PIGL	LINC02762
CENPV	SCNM1
CENPV	L3MBTL4
UBB	PARP1
UBB	HSPA8
UBB	BCAP31
LRRC75A	C4orf45
LRRC75A	MZF1-AS1
LRRC75A	ASIP
LRRC75A	MTCP1
MPRIP-AS1	AC010331.1
PLD6	C1QTNF6
FLCN	RENBP
RASD1	AQP1
DRC3	MIR4453HG
MIEF2	GRK6
FBXW10	TOLLIP-AS1
RNF112	GNG4
ALDH3A2	PDIA5
ALDH3A2	TRAM2
ALDH3A2	ASNS
ALDH3A2	CARS
ALDH3A2	ZSWIM4
CCDC144NL-AS1	CCDC144NL
DHRS7B	RFC3
TMEM97	SLC38A3
VTN	SLC2A5
UNC119	TRO
SPAG5	CASP10
RPL23A	GJC2
RPL23A	BNIP3
ERAL1	ABTB1
NUFIP2	TARS
NUFIP2	BNIP3L
NUFIP2	MCM4
NUFIP2	FEM1B
NUFIP2	PRR22
ABHD15-AS1	CCNYL1
ABHD15-AS1	EMC3
ABHD15-AS1	TRIM73
ABHD15-AS1	ZBTB7A
ABHD15-AS1	A1BG
ABHD15-AS1	OVOL2
ABHD15-AS1	WWC3-AS1
CORO6	FER1L5
CORO6	KCNH3
CORO6	MAPK12
CRLF3	CADM2-AS2
CRLF3	CYSTM1
CRLF3	TESC-AS1
CRLF3	ETV4
ADAP2	RGS5
ADAP2	CHKB-DT
OMG	MFHAS1
EVI2A	TRIM59
EVI2A	OMG
COPRS	DUSP23
COPRS	KAT2B
COPRS	SLC37A4
COPRS	TUBA1B
RHBDL3	MAFK
RHBDL3	TSPAN19
RHBDL3	PTPRM
RHBDL3	ELF4
TMEM98	S1PR5
ASIC2	TUB
ASIC2	RNF165
ASIC2	KIAA1671
C17orf78	LINC02777
C17orf78	C2orf15
RPL23	FRG1
PLXDC1	COL21A1
PLXDC1	STAMBPL1
PLXDC1	RAB37
RPL19	DRAP1
RPL19	RPS3
RPL19	NDUFB7
PPP1R1B	FRS3
ERBB2	RAB32
RAPGEFL1	RAP1GAP
RAPGEFL1	NSMF
KRT10	GNL3
KRT10	DANCR
KRT10	EID1
KRT10	MRPL34
KRT10	CTU1
KRT10	TFPT
EIF1	VDAC2
CNP	GPR37L1
CNP	GNAI2
CNP	TPPP3
CNP	G6PC3
DHX58	STKLD1
KCNH4	MLC1
HCRT	CNPY4
STAT3	IFI16
STAT3	CHI3L1
STAT3	ATP2B4
STAT3	GALNT15
STAT3	PARP9
STAT3	BCL6
STAT3	NAMPT
STAT3	VWA5A
STAT3	ETV6
STAT3	FOS
STAT3	MVP
STAT3	SOCS3
STAT3	ZFP36
HSD17B1	ALDH2
COASY	FAM32A
MLX	ATF4
PLEKHH3	LINC00342
PLEKHH3	TASP1
COA3	TEX264
RPL27	TMED9
RPL27	NACA
RPL27	SNHG25
VAT1	TMEM107
BRCA1	HHLA3
BRCA1	TIPIN
BRCA1	ZNF441
ASB16	PCDHA1
RUNDC3A-AS1	NIPSNAP3B
RUNDC3A-AS1	HAS3
RUNDC3A	CTSA
ADAM11	INHA
ADAM11	ABCC8
ADAM11	PIGQ
FMNL1	SPEF1
FMNL1	PANX2
MAPT	FAM117B
MAPT	LRP4
MAPT	MAPT-AS1
KANSL1	KANSL1-AS1
ARL17B	DND1
ARL17B	KANSL1
ARL17B	LRRC37A
ARL17A	FAM215B
WNT3	FOXG1-AS1
RPRML	TIMP3
EFCAB13	MED7
EFCAB13	MFSD4B
TBKBP1	CPLX3
MRPL10	ZNF414
SKAP1	NTN1
ZNF652	ARHGAP31
TAC4	CELA2B
RSAD1	OSMR-AS1
MYCBPAP	SAMSN1
CACNA1G	FAM153A
NME2	GLIPR1
CA10	TAFA1
CA10	ROS1
CA10	ANO3
CA10	ME3
TOM1L1	ELK3
C17orf67	BDH1
C17orf67	ZNF675
TRIM25	SLC30A4
COIL	CBWD6
MSI2	TANC1
MSI2	JAKMIP3
MSI2	ZDHHC13
MSI2	USP32
CUEDC1	DDRGK1
TSPOAP1	SH3D21
TSPOAP1	ADGRB1
TSPOAP1	KCNT1
TSPOAP1	BAIAP3
TSPOAP1-AS1	HDAC4-AS1
TSPOAP1-AS1	INO80-AS1
TSPOAP1-AS1	SPAG5-AS1
TSPOAP1-AS1	SATL1
SEPTIN4-AS1	MMS22L
SEPTIN4	ENSA
SEPTIN4	LINC02245
SEPTIN4	SLC17A5
SEPTIN4	LINC00640
PPM1E	OVCH1
LINC01476	FLII
AC025048.4	NFU1
AC025048.4	OSGEPL1-AS1
AC025048.4	CPEB2-DT
AC025048.4	ZKSCAN3
USP32	ARRB1
USP32	OSGEP
AC005884.1	AP4B1-AS1
AC005884.1	NEDD9
AC005884.1	GSN-AS1
AC005884.1	ZNF584
AC005884.1	ADGRG2
MARCH10	GUCY1B1
MARCH10	C7orf25
TANC2	KCTD8
ACE	TMEM132E
PSMC5	LDHB
PSMC5	MT3
SNHG25	SNHG1
SNHG25	RAC3
ABCA9-AS1	RMDN2-AS1
ABCA6	ABCA9
SLC39A11	TCEANC2
SLC39A11	PIGM
SLC39A11	PRDM6
SLC39A11	TDRD6
SLC39A11	LGR4
SLC39A11	CLN6
SLC39A11	TANGO2
SSTR2	FADS3
BTBD17	KIF19
RAB37	ADGRA2
SMIM6	POLR3K
SMIM6	TMEM256
SMIM6	RFXANK
H3F3B	AGPAT1
H3F3B	CAPNS1
RNF157-AS1	TP53I3
RNF157-AS1	TUBB6
RNF157-AS1	PLA2G4C-AS1
RNF157-AS1	HELZ2
RNF157	ACP7
QRICH2	AHDC1
QRICH2	RTL10
JMJD6	NEMP2
JMJD6	MOCS2
JMJD6	GALNT10
MGAT5B	TRIM54
MGAT5B	SCHLAP1
RBFOX3	SRRM3
RNF213-AS1	KAZN-AS1
NPTX1	SPOCK2
NPTX1	BAIAP2
BAIAP2	VIPR1
BAIAP2	PRICKLE2
BAIAP2	LPCAT4
BAIAP2	TLE3
OXLD1	URB1-AS1
MRPL12	ACY1
MRPL12	RPL26L1
MRPL12	WDR46
MRPL12	MRPS18A
MRPL12	SLC1A1
MRPL12	ENKD1
ARHGDIA	ACTB
ARHGDIA	MAPK8IP1
SIRT7	KLHL21
SIRT7	AMY2B
SIRT7	CNTD2
DCXR	PHLDA3
CCDC57	ITIH4
HEXD-IT1	SLC25A30-AS1
TBCD	ADAM32
TBCD	PRMT3
TBCD	CCDC85C
CLUL1	LINC00972
CLUL1	GLOD5
ENOSF1	TMEM246-AS1
ENOSF1	SYS1
MYL12B	SNRPB
DLGAP1	GALNTL6
DLGAP1	CSMD1
DLGAP1	GABBR2
DLGAP1	CNTN5
DLGAP1	GRIN2B
DLGAP1	PLCB1
DLGAP1	FGF13
DLGAP1-AS4	EPHA10
DLGAP1-AS4	SLC30A3
DLGAP1-AS4	MCHR2
DLGAP1-AS4	CCDC68
DLGAP1-AS4	RSPH1
LINC00526	RPL26L1
LINC00526	LINC01011
LINC00526	PTGES2
LINC00526	CES3
L3MBTL4-AS1	MASP2
L3MBTL4-AS1	RDH10-AS1
L3MBTL4-AS1	AC115837.2
PIEZO2	SMIM19
PIEZO2	TBC1D8B
GNAL	TMEM38A
TUBB6	LINC02060
TUBB6	GLB1L2
TUBB6	ZNRF3-AS1
PSMG2	ZNF134
ANKRD30B	SYNPO2
SNRPD1	CLCN2
ABHD3	PLOD1
ABHD3	RRAGD
ABHD3	ANKMY2
ABHD3	RXRA
ABHD3	SLC24A1
ABHD3	TIGD7
ABHD3	MKNK2
MIB1	ZBTB40
MIB1	IGSF8
MIB1	ACVR1
MIB1	MSL2
MIB1	DCUN1D1
MIB1	SNX25
MIB1	RHOBTB3
MIB1	KHDC1
MIB1	TLE4
MIB1	ZNF365
MIB1	ZNRD2
MIB1	DLAT
MIB1	ZBTB1
MIB1	ZCCHC2
MIB1	CIRBP
CABLES1	HPSE2
TMEM241	TBC1D30
ANKRD29	RAB3B
ANKRD29	KCNK3
ANKRD29	FAM160A1
ANKRD29	NPM2
ANKRD29	ST6GALNAC4
ANKRD29	CFAP46
ANKRD29	PRR5
LAMA3	SLC2A5
LAMA3	STUM
LAMA3	ITGA4
LAMA3	DZIP1L
LAMA3	GPR149
LAMA3	CMBL
LAMA3	OTULINL
LAMA3	IGF2BP3
LAMA3	SOHLH1
LAMA3	JCAD
LAMA3	PKP2
LAMA3	RARG
LAMA3	FAH
LAMA3	RHCG
LAMA3	CHST9
LAMA3	SLC6A16
IMPACT	ZNF662
IMPACT	GLT8D1
IMPACT	RMI1
IMPACT	ETFBKMT
RNF125	RASSF1
RNF125	SLC1A3
RNF125	CNKSR3
RNF125	TMEM229A
RNF125	LPAR1
MEP1B	ENTPD7
ZNF24	FAM161A
ZNF24	FAM178B
ZNF24	ASNSD1
ZNF396	RPARP-AS1
CELF4	PPARGC1B
SYT4	RREB1
SYT4	VAT1L
SETBP1	KCNK10
C18orf32	TCEAL8
C18orf32	PGRMC1
ELAC1	SEMA6A-AS2
LINC01630	NRXN3
RAB27B	KIAA1549
RAB27B	KCNB2
TCF4-AS1	ASH1L-AS1
TCF4-AS1	PARTICL
TCF4-AS1	PIGH
TCF4-AS1	ZNF749
TCF4-AS2	C3orf49
LINC01416	PSMG3-AS1
ST8SIA3	FAM78B
ST8SIA3	LINC01331
ST8SIA3	MIR124-2HG
ST8SIA3	SNAPC4
ST8SIA3	CCND2-AS1
ST8SIA3	TESPA1
ST8SIA3	LINC02296
ST8SIA3	MOK
ST8SIA3	MGAT5B
ATP8B1	CHAC2
ATP8B1	IDNK
SEC11C	NDUFA12
SEC11C	S100B
CDH20	TAGLN2
CDH20	RFTN2
CDH20	PEX5L
CDH20	MB21D2
CDH20	MAN2A1
CDH20	HCG18
CDH20	TAP2
CDH20	GDAP1
ZCCHC2	LEPR
ZCCHC2	PGAP1
ZCCHC2	C2orf69
ZCCHC2	IQUB
ZCCHC2	DNAJB6
ZCCHC2	FBXO32
ZCCHC2	OPN4
ZCCHC2	NAA16
ZCCHC2	KIAA0586
ZCCHC2	TBCD
ZCCHC2	HPRT1
BCL2	ZNF652
CCDC102B	TNNI3K
CCDC102B	HHAT
CCDC102B	LINC00882
CCDC102B	ATP6AP1L
CCDC102B	LINC01170
CCDC102B	AL353759.1
CCDC102B	ZNF883
CCDC102B	BDNF-AS
CCDC102B	CARNS1
CCDC102B	PHLDB1
CD226	PDE1C
TIMM21	METTL5
ZNF516	LINC02054
ZNF516	DIAPH1
ZNF516	PPM1E
RBFA	ZNF227
FGF22	CLDND2
FSTL3	CCN5
ARID3A	GAS2L3
TMEM259	ZFAND2B
TMEM259	YAE1
TMEM259	FOXM1
TMEM259	CPHXL
TMEM259	C21orf91-OT1
GPX4	SNAPC2
ATP5F1D	RPP21
ATP5F1D	SIGIRR
ATP5F1D	MYL6
ATP5F1D	OCEL1
ATP5F1D	RANBP1
ATP5F1D	ATP6AP1
CIRBP	AC017074.1
CIRBP	C14orf178
RPS15	ACAA1
RPS15	RPL24
RPS15	RPL10A
RPS15	UQCR10
PCSK4	ARL4D
UQCR11	ANAPC11
ABHD17A	ADAM15
DOT1L	OMA1
DOT1L	SH3PXD2B
DOT1L	RHBDL3
DOT1L	ZNF440
PLEKHJ1	TMEM9
OAZ1	GUK1
OAZ1	LRPAP1
OAZ1	PSMG3
OAZ1	CLU
OAZ1	SURF2
OAZ1	HCFC1R1
OAZ1	CDKN2D
TMPRSS9	NLRC3
TIMM13	NDUFAB1
TIMM13	NDUFB7
GNG7	RASSF2
ZNF554	ZNF556
ZNF554	NECAB3
ZNF554	NEURL2
ZNF554	ARHGAP4
ZNF556	CD109
ZNF556	ZNF419
CELF5	CAMK2A
CELF5	RPH3A
ZFR2	MAP3K20
ATCAY	LRP8
ATCAY	ECE2
ATCAY	PSD
ATCAY	SYT12
ATCAY	ATP1B2
ATCAY	FADS6
ATCAY	GDAP1L1
ATCAY	SYTL5
ATCAY	SEPTIN6
ZBTB7A	N4BP2
ZBTB7A	ZNF879
ZBTB7A	TUBB2A
ZBTB7A	PODXL
ZBTB7A	SNX16
ANKRD24	LINC00923
FSD1	PPP1R9B
SEMA6B	AMIGO1
SEMA6B	C2orf80
SEMA6B	UNC119
SEMA6B	MATK
SEMA6B	SYN1
FEM1A	SERPINF2
RPL36	RPL39
MICOS13	RPS3A
CATSPERD	ZNF843
PEX11G	GEMIN8
TRAPPC5	PIN1
CTXN1	CDK5R2
RPS28	TMEM109
MYO1F	PCDHB2
MYO1F	ABCA9-AS1
ADAMTS10	ADRA1B
ADAMTS10	RYR1
UBL5	POP7
UBL5	UQCRB
UBL5	GAPDH
UBL5	TPI1
UBL5	ALDOC
UBL5	RTL8C
PIN1	PINK1
PIN1	AP2S1
